tconst,directors,primaryTitle,originalTitle,year,runtimeMinutes,numVotes,label,writers,title_is_same,normalized_title,log_numvotes,director_success_rate,director_movie_count,writer_success_rate,writer_movie_count,tomatoMeter,audienceScore,has_rt_match,genre_sci-fi,genre_mystery_and_thriller,genre_crime,genre_animation,genre_musical,genre_nature,genre_music,genre_biography,genre_documentary,genre_comedy,genre_holiday,genre_horror,genre_history,genre_romance,genre_anime,genre_lgbtq+,genre_adventure,genre_unknown,genre_kids_and_family,genre_action,genre_war,genre_drama,genre_sports_and_fitness,genre_fantasy,genre_western
tt0054997,nm0744035,The Hustler,The Hustler,1961,134.0,79893.0,1,"nm0140987,nm0744035,nm0856677",1,the hustler,11.288456,1.0,2.0,1.0,3.3333333333333335,94.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1906329,nm0562470,As Cool as I Am,As Cool as I Am,2013,92.0,5283.0,0,"nm2579445,nm1552063",1,as cool as i am,8.572438,0.5,2.0,0.0,1.0,14.0,25.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt4144190,nm0001754,Wiener-Dog,Wiener-Dog,2016,88.0,9968.0,0,nm0001754,1,wienerdog,9.207235,0.5,2.0,0.5,2.0,74.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0822847,nm0829820,Priest,Priest,2011,87.0,118353.0,0,"nm2309430,nm2312828",1,priest,11.681436,0.0,1.0,0.0,1.0,15.0,46.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0951216,nm0451884,Mad Money,Mad Money,2008,104.0,21240.0,0,"nm1020896,nm0592961,nm0571032,nm0935528",1,mad money,9.963689,0.0,1.0,0.0,1.5,22.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1787837,"nm0918847,nm2406324",We Were Here,We Were Here,2011,90.0,2150.0,1,,1,we were here,7.673688,1.0,1.0,0.476174206379712,1.3870588235294117,100.0,86.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
tt1131724,nm0192984,2:22,2:22,2017,98.0,22194.0,0,"nm2089442,nm2914162",1,222,10.007623,0.0,1.0,0.0,1.5,20.0,37.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0052005,nm0503777,No Time for Sergeants,No Time for Sergeants,1958,119.0,3938.0,1,"nm0536941,nm0505615,nm0405188",1,no time for sergeants,8.278682,1.0,4.0,0.7777777777777778,3.6666666666666665,60.0,80.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt6133130,nm1286340,Professor Marston & the Wonder Women,Professor Marston and the Wonder Women,2017,108.0,25434.0,1,nm1286340,0,professor marston the wonder women,10.143882,0.5,2.0,0.5,2.0,87.0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0028096,nm0562845,The Petrified Forest,The Petrified Forest,1936,82.0,13452.0,1,"nm0448981,nm0202681,nm0792845",1,the petrified forest,9.506957,1.0,1.0,0.9333333333333332,4.0,100.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120696,nm0004121,Hard Rain,Hard Rain,1998,97.0,34763.0,0,nm0003662,1,hard rain,10.456338,0.0,1.0,0.5,2.0,31.0,34.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1524131,nm0914368,Knucklehead,Knucklehead,2010,100.0,2506.0,0,"nm2021391,nm2009736,nm0726472",1,knucklehead,7.8268423,0.0,1.0,0.0,4.0,10.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0188030,nm0191109,Butterfly,Butterfly,1999,96.0,8794.0,1,"nm0044156,nm0191109,nm0729085",1,butterfly,9.081939,0.5,2.0,0.7666666666666666,2.6666666666666665,96.0,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0280590,nm0109359,Mr. Deeds,Mr. Deeds,2002,96.0,140920.0,0,"nm0445502,nm0728307,nm0379056",1,mr deeds,11.855955,0.0,6.0,0.25,3.3333333333333335,22.0,59.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098347,nm0412465,Slávés ớf Néw Yớrk,Slaves of New York,1989,124.0,1003.0,0,nm0417921,0,slaves of new york,6.9117475,0.0,2.0,0.0,1.0,30.0,69.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt9619798,nm2634746,Thé Wrớng Missy,Thé Wrớng Missy,2020,90.0,3558.0,0,"nm2475608,nm0055937",1,the wrong missy,8.177235,0.0,2.0,0.0,2.0,32.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10887902,nm1829290,I Used to Go Here,I Used to Go Here,2020,80.0,3008.0,0,nm1829290,1,i used to go here,8.009363,0.0,2.0,0.0,2.0,85.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0063456,nm0085457,Pretty Poison,Pretty Poison,1968,89.0,3549.0,1,"nm0312409,nm0783913",1,pretty poison,8.174703,1.0,1.0,0.6666666666666666,2.0,100.0,71.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt9412098,nm0807687,Fyre,Fyre,2019,97.0,41243.0,1,,1,fyre,10.627261,1.0,2.0,0.476174206379712,1.3870588235294117,93.0,86.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0048673,nm0000180,Summertime,Summertime,1955,102.0,8261.0,1,"nm0491306,nm0060914,nm0000180,nm0829330",1,summertime,9.019422,1.0,6.0,1.0,5.0,92.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0098356,nm0001355,Some Girls,Some Girls,1988,94.0,3258.0,0,nm0910361,1,some girls,8.089175,0.0,1.0,0.0,1.0,43.0,42.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10327252,nm0332740,Thé Fớrévér Púrgé,Thé Fớrévér Púrgé,2021,103.0,24102.0,0,nm0218621,1,the forever purge,10.090092,0.0,1.0,0.3333333333333333,3.0,49.0,78.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120723,nm0254120,Kissing a Fool,Kissing a Fool,1998,93.0,5264.0,0,"nm0294580,nm0254120",1,kissing a fool,8.568836,0.0,1.0,0.0,1.0,29.0,45.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0042192,nm0000581,All About Eve,All About Eve,1950,138.0,127110.0,1,"nm0000581,nm0650581",1,all about eve,11.752816,1.0,8.0,0.9375,4.5,99.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0109702,nm0000801,Cold Water,Cold Water,1994,95.0,3558.0,1,nm0000801,1,cold water,8.177235,1.0,2.0,1.0,3.0,100.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt10443252,nm2349080,ECCO,Ecco,2019,123.0,2083.0,1,"nm2349080,nm2140625",0,ecco,7.6420445,1.0,1.0,1.0,1.0,18.0,80.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0074486,nm0000186,Eraserhead,Eraserhead,1977,89.0,110859.0,1,nm0000186,1,eraserhead,11.616023,1.0,2.0,1.0,2.0,91.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt5532370,nm2061192,Two Pigeons,Two Pigeons,2017,80.0,1130.0,0,"nm2061192,nm2361978",1,two pigeons,7.0308576,0.0,1.0,0.0,1.5,75.0,43.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt9849004,nm2818863,Happily,Happily,2021,96.0,3558.0,0,nm2818863,1,happily,8.177235,0.0,1.0,0.0,2.0,70.0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0242150,nm0610496,Xchange,Xchange,2001,110.0,2552.0,0,"nm0670832,nm0820386",1,xchange,7.8450246,0.0,1.0,0.0,1.0,0.0,30.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0045205,nm0588183,Sudden Fear,Sudden Fear,1952,110.0,5993.0,1,"nm0168829,nm0809731,nm0792720,nm0001076",1,sudden fear,8.698514,1.0,1.0,0.9375,2.25,92.0,83.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0022436,nm0896542,Street Scene,Street Scene,1931,80.0,1738.0,1,nm0723418,1,street scene,7.4610653,1.0,6.0,1.0,2.0,89.0,71.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0061796,nm0695937,Hurry Sundown,Hurry Sundown,1967,146.0,1202.0,0,"nm0285210,nm1055497,nm1055498,nm0752873",1,hurry sundown,7.0925736,0.7142857142857143,7.0,0.325,2.25,22.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0086250,nm0000361,Scarface,Scarface,1983,170.0,788117.0,1,"nm0000231,nm0001328,nm0372942,nm0870660",1,scarface,13.577403,1.0,3.0,0.9396135265700484,9.0,81.0,93.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt7692822,nm3324272,Driven,Driven,2019,90.0,3401.0,0,nm1021384,1,driven,8.132119,0.0,2.0,0.0,1.0,64.0,62.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt4105584,nm2280443,Deep,Deep,2017,93.0,1512.0,0,"nm2280443,nm8511628,nm4753711,nm0221133,nm1345076,nm2260826,nm5980099,nm8835226,nm9251104",1,deep,7.32185,0.0,1.0,0.0,1.1111111111111112,33.0,26.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tt0016847,nm0003638,Faust,Faust,1926,107.0,14809.0,1,"nm0369458,nm0477515,nm0324473",1,faust,9.603058,1.0,4.0,1.0,1.3333333333333333,91.0,91.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
tt8396294,nm1717573,Dárlin',Darlin',2019,100.0,1771.0,0,"nm1626482,nm1717573,nm1031246",0,darlin,7.479864,0.0,1.0,0.0,1.6666666666666667,68.0,47.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2302966,nm0788171,I,I,2015,188.0,20273.0,1,"nm5394336,nm1618886,nm0788171,nm4338863",1,i,9.917094,1.0,5.0,1.0,2.75,56.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1699755,nm1202276,Peeples,Peeples,2013,95.0,4812.0,0,nm1202276,1,peeples,8.479075,0.0,1.0,0.0,3.0,38.0,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0076155,nm0000076,The Man Who Loved Women,L'homme qui aimait les femmes,1977,120.0,6660.0,1,"nm0272749,nm0771535,nm0000076",0,the man who loved women,8.804025,1.0,7.0,0.9666666666666668,4.666666666666667,82.0,85.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt6588966,nm3289096,Hichki,Hichki,2018,116.0,3558.0,1,"nm7163053,nm3289096,nm3990128,nm3256976",1,hichki,8.177235,0.5,2.0,1.0,1.0,50.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0079261,nm0001232,Hair,Hair,1979,121.0,36773.0,1,"nm0706551,nm0705735,nm0919876",1,hair,10.512547,1.0,4.0,1.0,1.0,82.0,87.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097937,nm0006487,My Left Foot,My Left Foot: The Story of Christy Brown,1989,103.0,71957.0,1,"nm0174934,nm0006487,nm0113272",0,my left foot,11.183838,0.75,4.0,1.0,2.0,98.0,92.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0054047,nm0836328,Thé Mágnificént Sévén,The Magnificent Seven,1960,128.0,3558.0,1,"nm0731679,nm0000041,nm0077159,nm0368074,nm0628305,nm0644823",0,the magnificent seven,8.177235,1.0,2.0,0.9761904761904762,5.333333333333333,89.0,87.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0290332,nm0690770,The Wash,The Wash,2001,96.0,7025.0,0,nm0690770,1,the wash,8.857373,0.0,2.0,0.0,2.0,8.0,64.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094027,nm0579466,Stand and Deliver,Stand and Deliver,1988,103.0,19598.0,1,"nm0579466,nm0615556",1,stand and deliver,9.883234,1.0,1.0,1.0,1.0,90.0,79.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1365050,nm1560977,Beasts of No Nation,Beasts of No Nation,2015,137.0,78562.0,1,"nm1560977,nm3303697",1,beasts of no nation,11.271656,1.0,2.0,1.0,1.0,91.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt3212232,nm0751080,I Am Wrath,I Am Wrath,2016,92.0,14473.0,0,"nm0806002,nm0310329",1,i am wrath,9.58011,0.0,2.0,0.0,1.0,11.0,32.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
tt1825683,nm3363032,Black Panther,Black Panther,2018,134.0,690330.0,1,"nm3363032,nm1963288,nm0498278,nm0456158",1,black panther,13.444926,1.0,2.0,0.9409722222222222,5.25,96.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
tt0126029,"nm0011470,nm0421776",Shrek,Shrek,2001,90.0,644399.0,1,"nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447",1,shrek,13.376075,1.0,1.0,0.7916666666666666,1.875,88.0,90.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0112740,nm0001716,Crimsớn Tidé,Crimsớn Tidé,1995,116.0,108499.0,1,"nm0771512,nm0377543",1,crimson tide,11.594505,1.0,2.0,1.0,2.0,89.0,83.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0265808,nm0567126,Stealing Harvard,Stealing Harvard,2002,85.0,12962.0,0,"nm0405271,nm0865847",1,stealing harvard,9.469854,0.0,1.0,0.0,3.0,9.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt5719700,nm0583654,Home Again,Home Again,2017,97.0,31035.0,0,nm0583654,1,home again,10.342903,0.0,1.0,0.0,1.0,33.0,44.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0377744,nm0033190,A Day Without a Mexican,A Day Without a Mexican,2004,100.0,3125.0,0,"nm0033190,nm0034976,nm1546834",1,a day without a mexican,8.047509,0.0,1.0,0.0,1.0,27.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1285016,nm0000399,The Social Network,The Social Network,2010,120.0,662599.0,1,"nm0815070,nm0583826",1,the social network,13.403927,1.0,5.0,1.0,2.5,96.0,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0123034,nm0741942,Déád Mán's Cúrvé,Déád Mán's Cúrvé,1998,91.0,5794.0,0,nm0741942,1,dead mans curve,8.664751,0.0,2.0,0.0,2.0,0.0,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
